comments	hate
주방장 새끼들한테 쉐프라는 이름 좀 쓰지마라.	1
학자 출신들은 혼자서 연구나 해야지	0
한두개 빼고 다네 ㅠㅠ	0
안타깝다 ㅠㅠ 보살 남편 잃게되서 ㅠ	0
어지간히 급했다	0
에들이 보기에는 진짜좋네요	0
그래도 외모도 괜찮고 끼도 있으니 다른 분야에서 활약할수 있을거임...20대 중반이면 아직 한창이다	0
마지막까지정말여운남고재밌는영화	0
강추다 다니엘헤니넘멋쮜게나오는군욧ㅁ	0
근데 용접이 돈 잘버는게현장에서 좆빠지게 구르며 생명 깎아가며 돈쓸간도 없이 버는거라서나중에 병원비로 다쓰거나마누라만 신남노가다 특성상 지방이나 조선소로 가서 기러기(?)아빠 되는데그냥 돈만 벌어다주는 기계된다결혼하지말고 지방 여자들 사먹는걸로 만족하는것도...	1
위 2는 ㄹㅇ	0
지랄도 풍년일세~~	1
양익준 짱짱맨ㄴ10101010	0
로맨틱이 뭔지 제대로 보여준다.아름다운 꽃들과 사랑의 조화	0
아 정말.. 요즘애들 자기보호는 참 예민하다. 개그였던거 같은데.. 하선호야 그 당시 그럴수 있는거고 .. 구걸 바라보는 시선이 좀 안따깝다	0
친구가 힘들어하는데 손이라도 잡아주지. 걸그룹들은 의리있던데	0
히라이켄의 히토미오토지테 노래를 먼저 듣고 알게되어 보게 되었는데 영화 내용도 참 좋았고 그 이후에 듣는 히토미오토지테는 더더욱 와닿는다.	0
기억에 남는 장면이 많네요. 그네씬,할배야밤활키는씬,흰한복에화살피, 바다,배도 예뻐요. 또 이렇게 많은 명장면을 남겨주셔서 감사합니다. 보면서 밤볼라, 섬, 봄여름가을겨울그리고봄, 완전한 사육 등의 영화가 떠올랐습니다. 김기덕회고전 홀로 집에서 ㅋㅋ	0
흑흑ㅎ그흑흑흐그 감동 ㅠㅠ	0
짱이지 ㅠㅠㅠㅠ 임자 ㅠㅠㅠㅠㅠ	0
이게 다 대통령이 정치를 잘못한탓이다	1
따악 화산이었으면 천베인데하필 따알이네	1
이참에 그년 보지나 용접해 버리자	1
부동산 기사보고 대실망. 손예진too.	0
한국년들 지들 수준은 생각치도 않고 가관이네 니네 비위 다 맞춰주면서 살려면 나이차가 최소 20년은 나야 맞춰주지 돈 잘버는 남편 만났으면 고마운줄 알아야지 하나 채워지면 하나 더 내놓으라는 심뽀 징글징글하네	1
얼음물 맞고 기부들도 하는지 모르겠네요. 건물지을 기부금을 모으기위해하는건데 그냥 물만 맞고 말면 도대체 돈은 누가 내는지...	0
프리시즌이랑 시즌초반때는 폼이 안좋이서 재계약도 힘들지않을까했는데 중반부터 다시 살아남ㅋㅋ클래스가 있긴있는듯	0
매체(Media)와 영웅(Hero)을 코미디로 고찰하기	0
장승조랑 밀어주셍‥	0
고승우 변호사 ᆢ 저놈은 저런취급받아도 싸다	0
에이핑큰줄알았더니 짝퉁김남주였네	1
ㅋㅋㅋ 내가 넷마블 장기에서 90승10패인데  ㅋㅋ어찌했냐면 장기도사라는 인공지능프로그램이 있는데 이거 켜놓고 그래로 따라하는거임 존나 나온지오래된 프로그램인데 지는경기가 없음 ㅋㅋ  	1
아임 또니 몬따나~!	0
조선시대 이씨왕조 = 북빨갱이 김씨왕조	1
얘 뭐구속이고 뭐고 치료좀 해야겠던데... 얼훌이 이미 중독증세임. 환각증세 보이겠던데 . 아픈애 데리고 뭘 자꾸 조사야. 누가 시켜서 했든..뭐하든. 똑같이 한걸. 왜 얘가 억지로 했다는 자백 받아야 황하나 풀어주니까?? ㅎㅎㅎ	1
평점보다 볼만하고 예쁘고 끝에는 감동과 눈물도 쬐끔	0
역시 연기 인성 사생활 모든 연옌의 동경의 대상 이병헌님의 발톱의 때도 못따라온다 병헌님을 점 보고배워라	0
할머니가 나왓네~짝 경로당에서 찿아야되는거 아냠	1
ㅋㅋㅋㅋ 여자는 칭찬 해주고도 맞았네 ㅋㅋ	0
그나이에 안해본게 이상한거지	1
옛날에 힛갤간 정태준이라고 있었는데 걔는 정장입고 자전거타고 24시간만에 서울에서 부산가던데	0
천우빈 진짜 개짜증 티 좀 고만내 그럴거면 걍 죽이던지	1
진짜 최고입니다♥♥♥♥	0
원룸녀+자취+헬겔러=200000% 확률로 걸레	1
이쁘긴 진짜 디게 이쁘네	0
너무 기엽다 증말..!!	0
타츠야 멋있군^^ㅋ호호	0
하히카도기가호다리관다은	0
인생좆망테크 탓네 어휴	1
유시민과 관련된 구린것도 없애버리네 저 미친 시발 새키가	1
이거 괜찮은 버디무비	0
독과점의 결과	0
돈이 싸움원인 90프로	0
프린스 앤 프린세스보다는 못하지만 더 선명해지고 더 기술적으로 진화했어요. 좋았습니다	0
역성장이 아니구	0
콘에어가답습하고간듯제임스케그니아!	0
강은비 팬들 무섭네 증거가져와도 하나경잘못이래 ㄷㄷㄷ	0
good!데스네데스네데스네	0
쌀한가마니 들기 버거운데;;	0
진짜 재밌었음ㄷㄷㄷㄷ	0
견자단 액션은 최고다..나름 스토리도 좋았다.	0
OKDAE 애를 키워봤어야지 알지	0
정상인 부부♡♡ 다들 이들같다면♡♡	0
여자들아..프로듀스48 보는데 자꾸 초치지마. 그리고 관심없음 그냥 댓글을 달지마.	1
드라마도 재밌고 무엇보다 강대성 짱♡♡♡♡♡♡♡♡♡♡	0
시발 이국종도 빤스런 각 잡는 나라인데 ㄹㅇ 경찰 해서 완장질 좀 해야겠네 ㅅㄱ	1
문재앙되더니 별의별 OOO놈들이 다 쳐나오네	1
이병신은 그랜저는 풀옵 3.3 비교하고 3시리즈는 2천깡통을들이미네 이씨빨썅년이	1
저는 껌 안 씹습니다.	0
OOO이라서 그런지 울때 표정이 안찡그려지는듯	1
검찰이 조사해서 완전 털자.	0
뭘 저리 절절히 써. 그냥 우린 너를 믿었는데 넌 거짓말을 쳤어. 그러니 이제 니팬 안할련다. 거짓말 치지말고 똑바로 살아라. 이렇게 2줄이면되는걸.. 쓸잘때기 없는 시간낭비	1
40대늙은이 32% 돌아이련들...쯧쯧쯧	1
이채연 진짜 의심된다 집도 잘살고...	0
나중에 바이브레이터 사서 보지에 지이이잉~ 할듯	1
전설의 김승호 의 연기를 보는재미 참 귀여우셨내	0
헨리 지한가할때만 나왔다 안나왔디 고정으로 나오는것도 아닌데 빼라 씸디나와서 더 재밌음	1
ㄴㄴㄴ 박정희의 의료보험은 사기 였어	0
원래 수준이 그래	1
말로만 듣고 못 봤던 영화인데,, 끝내 못 보았다면 후회 할 영화	0
원빈이 영화 고르는 눈이 그렇게 지리셔서 영화를 못 찍고 계시나 봄 ㅠㅠㅠㅠㅠㅠ	0
양세형 빨갱이인줄	1
동방신기 돈 많노;;	1
깨져도 모르는 정도를 넘어섰다	0
에휴	0
러셀크로우한테서 잭바우형님이 보였다ㅋㅋㅋㅋㅋ	0
전라도네	0
아들이 왜 갚아! 똘아이들! 그러니 사기 당하고 살지!	1
이제 헤루조센에서는 경찰이 체고조넘이시다 머리를 조아려라	0
아사노와 시니타, 다시 만나기를 바란다	0
역대급으로 재미없다	0
전편도봤었는데대박 방금보고시간가는지도 모르고봤음.영화대박잘만든거같음.!	0
저거 딱봐도찐따새끼가 일진형님 휴대폰번호로 장난치는거같은데ㅋㅋㅋㅋㅋㅋㅋㅋ	1
마지막반전굿굿굿굿네편몰아서 다봤다	0
시아버지한테 며느리는 얼마나 불편한 사이인데.. 시아버지가 정신병있지 않은이상 며느리 머리채잡는게 말이돼? 얼마나 며느리가 막장이었으면 시아버지가 며느리 머리채를 잡겠냐	1
제네시스 이차 옆태를...	0
마 김치의 힘이다 이기	0
이게 무슨 단발이니	0
울 제니홧팅 ㅠㅠㅠㅠㅠㅠ 댓글신경쓰지마	0
짦은 영화였지만 보면서 많은 생각을 한 영화입니다. 잘봤습니다	0
신천지 인가보네 ㅉㅉ	0
둘 다 완전 멋지고 예뿌다ㅜㅜ 근데.. 음.... 효린 기사는 왜 안나올까요? 잔나비도 글쿠.... 음......	0
충재님을 투입시키세요그럼좀 신선할것 같아요쭉 이어가시길 버랍니다즐겨보는 프로입니다	1
저게 어딜봐서 노무현대통령 실루엣이지제정신이면 저게 그렇게 보일 수가 없는데?....	1
지아는 어린 아이일때도 차분하고 성숙하더니 가정사 시끄러웠어도 그대로 잘큰듯~ 엄마에겐 딸이 평생친구인데 얼마나 이쁠까^^~	0
최고최고*ㅂ*	0
애들 학교다닐땐 외식도 많이하고 한끼만 떼우자..개념으로 라면도 가끔 먹었는데 온 가족이 집에만 있으니 삼시세끼 꼬박하게 되네요.	0
아 진짜 웃겨 죽겠네 ㅎㅎㅎ소라게 ㅋㅋㅋㅋ센스가 진짜 대단쓰	0
ㅁㅈㅎ	0
잘못한게 없으면 말도 제대로 못할게 뭐가 있냐 	0
홍어유입 심각함.전라도 척살 시급. 	1
돈많은 도련님. 잘 들으세요. 세상에는 다 그에 맞는 물건이 있어요	0
오늘 재밌고 웃기기만한대 반응이..ㅋㅋㅋㅋ	0
맛좋은 산이 당신은 좀 짜져	1
ㅎㅎ조아요오!캬카카	0
<당산대형>은 이소룡의 의협심이 빛났던 영화로, 영화를 촬영한 태국의 이국적인 풍경들이 참 멋있었다.	0
이정도로 성희롱이냐?	1
로라는 용감한 여자이다,1	0
진정으로 이 영화가 가장 터미네이터2의 속편이자 프리퀄로써 가장 잘 만들었다. 또다시 나온 아놀드의 제니시스와는 달리.	0
고원희 작년인가 연말 시상식때 대선배님 수상할 때 다른 연기자들 다들 일어나 박수치는데 혼자만 자리에 앉아있는거 보고 뜨아했다ㅠ개념없고 버릇없어 보였음..	1
홍진영 싫어하는 남자도 있을까	0
가슴이 바운OO운스~	0
주인 어딘가에 조난 당했다 개를 따라가라	0
못생긴면 멋있고 당당하고 바디슈트 완전 민망 앞, 뒤표다남이쁘면 악플	1
정말 그냥 현실의 단면을 보는 듯한 영화. 그래서 먼가 더 빠져드게된다	0
뭐가 지겨움 여러가지 사건에 대한 인증인데	0
짱구 아버지 사립 명문대 와세다 출신	0
아직도 약하냐?	1
이소연 다시 결혼할 수 있을까? 솔직히 누가 먹다 버린 거 내가 먹기 싫은 게 인간의 심리인데. ㄷㄷ	1
라원이 보고싶었는데ㅜㅜㅜㅜ 문희준도 예쁜 모습보여주시길	0
A YO Do you wanna be ? Block B !!ㅂ블락비 흥행하자 사랑해♡	0
시발 체다치즈 그거 비닐냄새 나서 비위 약한 애들은 못먹어	1
신종코로나 사태로 나라에 돈이 없어 자진 납세를 하려는 아름다운 장면이네요^^아직 살만한 세상이에요	0
하...짱깨야 보고있나??	1
윤아짱 최고	0
왜 고소를 취하한걸까 ? 암튼 보고싶진않다	0
뭐이리 꼬인사람들이 많아ㅡㅡ 사고친거도 아니고 아픈사람한테 그러고 싶은지..기자도 그만하소이제	0
재밌는데 ㅋㅋㅋ임창정형님만의 넉살스러운연기 ㅋㅋㅋㅋ	0
군복무 중인 규현이 대타에... 군대도 안갔다온 놈이 앉는다고...? 김희철 데려와라	1
어릴적 사랑했던 배우들이 어우러져 만들어 내는 아름답고 처절하고 애절한 수묵화.	0
왜 이러시나요?암에 걸려 생사가 불명한 사람들도 살아내려고 애쓰는데 이리 허망하게 가시다니ᆢ삼가고인의 명복을 빕니다	1
나 지금 27살 남자,따뜻하고 이쁜영화, ost구입한 영화, 소장해서 두고두고 보는 영화	0
잔인하게 무서운 현실믿고보는 장영남씨의 연기	0
아아-정말 재밌게본 영화♡특히 에드워드 정말 귀엽다[!]	0
무식하면 용감하다는 말을 몸소 실천해주는 섬숭이들ㅋㅋ	1
차은우는 아스트로 탈퇴하고 배우길 걸으면 안돼나요?	0
아주굿이에요아주굿이에요 굿굿굿	0
영구영화중 최고	0
아담아담아담	0
스노우는 다보정돼서 나오던데	0
잉 잠이 안와ㅜㅜ 낼 출근 망했다	0
논밭대학교	0
완전재미있음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ안본사람 바보임ㅋㅋㅋㅋㅋ	0
남은 멤버도 한 명 빼곤 뭐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 한 명은 대학교 일에다, 한 명은 명품시계구걸 삽질한번씩햇잖아? ㅋㅋㅋㅋㅋㅋㅋ 씨엔블루 그냥.. 망테크짘ㅋㅋㅋㅋㅋ	1
슈퍼액션에 해서 하는거보고 감탄 오언조 멋짐	0
그럼 서현진이 서브를 하겠냐 .... 이미 백진희가 주인공으로 나오는데 ㅋ 어그로 하지마	1
결혼은 인륜지대사라 할만큼 중요한 일인데...애들 소꿉장난도 아니고 참으로 어이가 없구나...	1
47살에 출산?	1
너무코믹에 엄청 재밌고 스릴에 멋있고 리얼함	0
위조된 신분으로 학교를 들어가다니	0
신화 질투쟁이들 쿵쾅쿵쾅 다 몰려왔나요? 지네 남편 애들 뒤로하구?	1
나쁘지 않았다.. 이제 진짜 연기자 산드라블록을 볼 수 있는 것 같군..	0
???그냥 눈화장 색이 변한거 같은데.. 뭐가 달라진거죠??톤만 좀 연해진거 같은데..	0
최저임금이 오를수록 일자리도 줄고 노동 시간도 줄임바쁜시간대만 알바 쓰겠지 그러니 총 소득이 줄어드는거	0
성형왜하지 더 이상해졌네	1
우리선정이 이름만큼 몸매도 선정적이였지...특히 우유공장은 어마무시 했지....지금도 상상만 하면...어휴~~~불끈함	1
아주 좋게 잘봤다 굉장히 좋다	0
별100개 없나요?진짜 이렇게 설레면서 계속 보고 또 본드라마는 운널사가 처음. 캐스팅이 진짜대박.장나라 장혁 둘다 연기..와..다니엘이랑세라,탁실장,드래곤,미영이네식구들 모두가 있어서 이렇게 사랑스런 드라마가 탄생한 것 같아효.운널사 영원한 1호팬	0
통수쳐서 300인가 받았는데,개꿀 어차피 볼일도 만날일도 없음 ㅇㅅㅇ	0
우리가 남이가~	0
글로리아를 마음껏 볼 수 있는 오직 글로리아 팬을 위한 영화!	0
이해가 안간건 연예계에서 승리와 친한 사람이 한둘이 아닌데 왜 얘만 까이는지.. 그렇게 따지면 욕 목어야될 사람이 수백명은 되어야 하는거 아님??	1
산성비가 뭐야 그럼?	0
승제는 까지마라.. 승제없었으면 취직도 결혼도 못했다	0
애미디졋네 ㄹㅇ	1
ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ	0
이 정도면 부모때문에 인생조졌다고 한탄하지마라. 아주 충분한 시간아니냐? 니부모의 죄를 인정하고 피해자들에게 사죄할시간? 너희가 끝난건 니 부모탓도 있지만 우선은늬들 스스로가 그것밖에 안되기때문이다.	1
이런일이 네이버 1등 할것까지 있나? ㅜㅜ	0
아무도 관심없는데 왜 자꾸 신비주의 가수라고 마스크끼고 나옴?ㅋㅋㅋ	0
40대 여자들이 나이값못하고 현빈 멋있다고 하악하악 거리는거 개극혐ㅋㅋㅋㅋ당신들의 튀어나온 뱃살과 흉측한 얼굴을보고 반성하길바람^^;;;	1
돼지뱐태 천생 아줌마 지 어미 닮아 돼지년이지 뭐‼️‼️‼️	1
ㅋㅋ 모든걸 거르는 일게이들	0
정말 매력적인 영화... 리차드기어,데브라윙거	0
최고다 조셉고든레빗 멋있다	0
? 대세배우 ?	0
아들 결혼식에서 '옥자씨 잘해줄게' 는 왠 말 ㅠㅠ이아저씨 정말 진상이야 짜증나 이제 그만 나와요광산김씨 지겹다 정말 .. 하차 안할거면 옥자씨 친정 식구들이나 나와라 김씨들 그만 !! 장작가에게 김승현씨 이미지만 나빠짐	1
남자 지갑터내 어쩌내 말많은데 쟤 갤러리아퍼레사는데 한국에서 10위권안에 드는 아파트 20억은 넘는데 무명배우라도 집이 잘사는듯 실물보면 일반인들 명함 못내민다 당시에 나도 잘몰랐는데 어쩌다 본 폭풍의 여자 땜에 겨우 알아본	0
보리울의 여름 O.S.T.노래 정말 좋아요!!^.^	0
판타스틱 엘라스틱	0
다들부잣집 사모님들 이런거 안했음 좋겠어	1
나만 결말 만족스럽나 중간에 고난과 역경 넘 많아서 하차할뻔했고 아리공주 때문에 꾸역꾸역 봤는데 결말 덕분에 띵작으로 기억할듯 ㅋㅋㅋㅋㅋ	0
나탈리포트만이 보인다 대박!~	0
2002년도 여름에 봤는데 서지영이랑 스포츠카타고온거...18년전이네 ㅎㅎ	0
짱!!!!♥♥♥♥ 강추강추	0
just i can't undertand why the introduction of movie say alba is the maincharacter :l	0
똥줄타겠네	0
진짜 보석함에 쳐박혀있는 보석은 씨엘 이하이같은 아티스트들임... 보석함이란 의미 뻔히 알면서 그걸 타이틀로 삼는건 그냥 팬들 농락하는거 아닌가 싶음. 양혐석 감 떨어진건 알았는데, 이렇게 멍청한 전개 보일줄은ㅋ	1
나, 나없음, 신, 無	0
벌받는 악플러 성별보면 죄다 남자ㅋㅋㅋㅋㅋㅋㅋㅂㅅ들 왜그러고사냐? 한남들 걍 뒤져ㅋㅋㅋ 찌질하고 열등한거 딴사람한테 풀지말고	1
그리고 들은바로는 PE는 석사이상 되야한다고...	0
드라마를 안봐서 모르겠지만 대충보니 아저씨가 어린여자와 연애하는 드라마인가?? 어쨋든 이 드라마가 대중들에게 잘 어필해서 아저씨들도 당당하게 어린 여자와 만날 수 있는 그런 계기가 되었으면 하네요	0
프로그램 제목은 불타는청춘인데점점 불타는황혼으로가는거같은...1회성으로 근황소개론좋지만 취지에맡게 했으면 ...	1
악플 단 사람 면상은 어떤지..인성이 쓰레긴건 알겠고	1
재밌어 재밌어!!!	0
주말드라마를 기다려서 보긴 거의 처음..아쉬운건 2화분량을 하루에 다 하는 거ㅜㅜㅜ 저녁 약속 있으면 초반은 다 놓치뮤ㅠㅠㅠ	0
잔인하네, 올만에 잔인하거 보고 스릴좀 느꼈고 재밌더만! 이런영화였구나 내용도!	0
유쾌한 영화에 예쁜 제시카 알바	0
너무재밌게봤네요 ㅋㅋㅋ	0
성평등...그는 평등하지 않았다	0
계집들은 대체로 이기적이더라	1
설ㅈㅎ	0
짱이야ㅠㅜㅠㅜ머시이서ㅏㅇ숴ㅏㅜㅠㅜ	0
지진희 연기 드럽게 못한다 ㅠㅠ	0
배달충들 사고나서ㅗ  뒤지란 글인건다 .	0
그래, 돈문제일 뿐이라고 치자. 그렇다면 공공복지를 위해 의료인들의 연봉은 현저히 낮춰져야 한다는게 그러한 배경에서 도출될 수 있는 유일한 논리적 답변일 거다. 	0
마마랜드1 너무 재밌게 봤음. 그리고 난 이 분 밝고 쾌활해서 좋던데 왜들 못잡아먹어서 안달..? 영화찍고 방송하면 연예인이지 무슨 직업이 뭐냐는 둥. 박수진 친구가 직업이라는 둥. 말도 안되는 얘기들 하는 사람들 참.	0
저런거 온게임넷 에서 스타명승부 틀어주듯	0
난 개신굔데 오늘은 카톨릭에 기도해본다 아멘	0
ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ	0
ㅇㅇ 근육때문에 장이 강화됌	0
조카 좋아해여 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ	0
진짜 몇시간씩 할 정도면 히로뽕맞고 하는거일수도있다경교대있을때 뽕쟁이 재소자 의무실간다고 계호할때인데 내보고 히로뽕하는게 단순하게 기분 좋은것보다 목적이 ㅅㅅ라던데비아그라보다 효과 좋단다 ㅋㅋㅋ	1
남자 맛을 아는 그녀와 여자와 사귄적 없다는 남자의 성격 차이 ㅋㅋㅋ	1
준 라보 이름참.	0
정말 사랑스럽고 귀여운 영화 원영의 너무 귀여움	0
뷔스트호프 아님 슌	0
여자가봐도 왜케 사랑스럽고 귀엽고 예쁘냐~ 현무, 한 눈에 뿅! 갈만	0
코 다시 해야겠네..	1
그래도 남들 하는건 다해보고 살아야하지않나? 결혼도 해보고 애도 키워보고	0
잼잇었다.!Gggggdgdfds	0
그러니까 맘 곱게먹어~ 관종...	1
홍위병들 당할수가 없어	0
군대에서 여군이 필요한가	0
요즘들어 다시보니 참 좋은영화다.길용의오토바이 뒤에 타며 고향얘기하는 신은경.참 슬프고 그림같은장면.길용역의 한정현씨라는분은 여기서 주연으로 나오는데 참 역할과 잘어울린다는 생각이.그이후의 작품은 거의 무술단역이고 더 비중있는 모습봤음 아깝네	0
어린시절 매주 기다리며 봤던 드라마~ Believe It Or Not 주제곡도 너무 좋아요.	0
힘내세요!!원걸 백년만년갈것도 아니고 응원합니다.악플러들...그냥술한잔하고 잠이나자라	0
기성가수들 몸값올리러 나온듯.....오디션인지 예능인지ㅉㅉㅉ장난하는것도아니고ㅉㅉ 마이크는 죄다 동굴이여....	0
돌풍 룬드그랜.!	0
지졋스 아니냐	0
연애도 못해본 것들이 훈수는 오지게 둠 ㅋㅋㅋㅋㅋㅋㅋ 연애 못해봤으면 나처럼 가만히 있자...(눈물)	1
여자때문에 남자가피해보네	1
간지bbbbbbbbbbbbbbbbbbbb	0
팬인데 힘내세요 ㅠㅠ 응원합니다...조금 자숙하시고 다시 활발히 활동하는 모습 기대할게요	0
최고 최고 최고 최고 최고	0
정말 따뜻하고 유쾌한 영화-*	0
사귀는거아니라하지않았었나여튼 축하해요	0
3000이면 데렉 지터 안타하나 칠때마다 떡을 친거네 	0
눈빛으로 말하는 배우..11 윤계상 올인	0
군대가라 좌시하지 않겠습니다 Girls can do anything 우리는 연결돼 있다	1
ㅋㅋㅋㅋ ㅂㄷㅂㄷ 거리는거 보니 대대로 그지새낀가보네 .	1
돈에만 환장해서 살다간..그게 인생이냐? 돈냄새밖에 안나는 인생이로고	1
짱 재밌습니다.^^^	0
어쩌다 우리 아재됫을까	0
후카츠에리의 캐릭터의 선이 살아있는 연기를 사랑합니다.	0
추리영화의 교과서 한마디로 명작	0
왜? 꼭 필요한 일이야? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
폐지해라 윾도 제발 ㅋㅋ	1
소율이한테 많은걸 보고 배웠구나ㅎ	0
엄마가 예뻐서 아가들도 예뻐요	0
@시계는아침부터똑딱 윤지오같은 애들하고나 어울리는거 보면 원래 개념없는 년인건 확실	1
이국주 욕하지마.... 그래도 여자로서 망가지면서 웃긴다는게 얼마나 힘든건데.. 난 박나래가 더 웃겨도 인간적으론 이국주가 더 끌리던데... 이국주도 사람이고 여자야 무조건 욕하지 마라	0
거 참 상황 머중이스럽네...	1
긴 시간 동안 웃고 울고 마음졸이며 몰입해서 보았습니다.로버트 드 니로 너무 멋지네요~!	0
괜찮은 로맨틱 드라마	0
당시 진사면 간판급 프로 아니었나? 그걸 한번도 안봤다고?	0
우리나이로 30이면 퇴물 상폐녀	1
사랑, 운명, 성공적, 감동적	0
이런 포맷?	0
good good good	0
정말 아랫분의 사랑과 우정사이의 섬세한 줄다리기라는 표현이 잘 어울리네요 ;)	0
코로나 사망과 해당 사진은 관련이 없다고 해도 저렇게 해서 나오면 솔직히 노린 거라고밖에 안 보이네요 ㄷㄷ	0
누가 그일하래. 다른일햐. 힘든거 예전부터 다 알잔우	1
너무 즐겁게 보는 내내 웃으며 보았어요.이미 예전에 출시된 아드만사 영화 보려고요. :)	0
아빠랑 너무 닮았네요.ㅋ	0
근데 장재인이 꼬셔서 이렇게 된거잖아ㅋㅋ 지금 프로그램 방영중인데 피디 개난감할듯 편집하기도 뭐하고 종방하겠지?	1
자지 색깔이 검정인것이  말로만 듣던 전설의 오골개냐?	0
김지훈땜에 안보고 못보겠다 아까비	0
비슷하긴 한데 너무 재밌어서 그건 관심도 없다 ㅋ 언능 토요일이여 오라!!	0
성유리, 정겨운, 김민준 등 정말재밌게 연기잘하네요..	0
상식적으로 대리예약하는놈들이 그런다고 못하겠냐 계정 받아서 그걸로 매크로 돌려서 예약해주겠지 그러다 개인정보유출 2차피해 헬피엔딩까지도 이어지기 씹가능이고 병신아;	1
그라체 정치는 서울대 옥스포드 정치학과 나오신 손학규 슨상님 정도는 하셔야	0
조선 수준나옴 힘들게 일하면 대우받는게 당연한건데	1
잘만든 수작. 헨리 8세의 속 모습을 드러낸다..	0
저 사람 완치 됐고 문제는 티그가 아닌 씨오투 용접사였는데 마스크 따위 일절 안 쓰고 하다가 저 지경 된거 ㅋㅋㅋ 요즘 마스크 조올라 좋지 짱깨발 문세먼지도 확실히 ㅁㅈㅎ시켜주고	1
진짜 여자는 꼭지가 이뻐야 한다 색깔도 핑크빛으로 시커면 꼭지는 싫어 냄새나	1
아들이 넘 귀엽고 잘생겼어요어릴적 애기때도넘 이뻤는데정말 귀업고 바르게 자랐어요	0
내용도 독특하고, 주인공 오리엘비스의 자유로운 생각에 많은것을 느꼈습니다.	0
송중기만 생각남~~	1
두번이나 기각 때린 짜장클라스	0
로이킴을위해서라도 정준영 로이킴 먼지가되어 영상도 삭제해야함 흑역사임 ㅠㅠ	0
현아는 남친이 있어도 그 입술이 남친의 것이 아니라 팬들의 것임. 누구 맘대로 시술? 현아급 정도가 되면 공공재임. 그래서 공인에 준하는 사생활관리가 요구되는거고.	1
저런 협회도 있었노ㅋㅋ	0
창정이형 언제나응원해요 ㅎㅎ	0
굿♥	0
짱깨방송은 짱깨국에서나 하시길	1
솔까 노래는진짜좋았다 정준영도그렇고 얘네도그렇고 하지말라는짓만안했으면 . .아티스트로서는 안타깝다	0
이상윤연기가 어때서~ 잘만하시더라	0
바로 등록 했습니다 ^^	0
일개 도시수장이 한나라의 국방에 대해 왈가불가 할 자격이 있나? 주제넘게 나대네 역시 홍어형 협찬인생 씨발 수준답다	1
미국년인지 일본년인지 알수없다	1
이사한번하면 몇년치가 쌓여버림	0
전현무는 인생선택을 한 것임. 신동엽과 헤어진 이소라 처럼, 전현무는 앞으로 전문직 여성 만나 잘 살거고, 한혜진은 이소라 꼴 낫거임. 나이든 상폐녀가 연하남 만난다는 자랑이나 하며, 추하게 늙어갈 운명.	1
최고ㅘ하하하하ㅏㅏㅏ핳	0
다음은 첩보액션물이나 천재물리학자 역이 겁나 잘어울릴거같음 사랑하오	0
퍼즐처럼 수많은 감동과 여운이 잘 엮인 작품. 책을 꼭 읽어보세요~	0
415이후엔 당분간 안보이겠군	0
서지영 나랑 사귐	0
잔잔한 재미에 훈훈한 영화,, 간만에 보는 좋은 영화,,	0
아이엠 닥터 마틴 해리스	0
아니 잘못은 마이크로닷 부모가 했는데왜 홍수현을 욕하냐고 미친 ㅅ퀴들 아이가	1
민수아가 이해된다 엄현경씨 연기 정말 잘하세요 숨바꼭질 정말 재밌게 보고 있어요 화이팅	0
good.12345	0
맥락없는 드라마. 그래서 좋음ㅋㅋㅋㅋ	0
관심종자 암튼 SNS가 연예인병을 키운다	1
애 재워놓고 갈정도는 아닌데	0
걸게로	0
이런새끼특징 지가 깨끗한줄앎 남들이보기엔 궁상따는씹찐따ㅇㅇ	1
행함이 없어도 불경건한 자를 의롭다 하시는 그분을 믿는 사람에게는 그의 믿음이 의로 여겨지느니라.	0
점입가경	0
프듀 안보고 팬 된거니 상관없다 나는	0
존만한색기	1
http://blog.naver.com/dicasso6 이영화를 좋아하시는 분들 초대	0
가족 어린이 재미있는 회이텅	0
설정아닌가요?왜 난설정티나지?ㅎㅎ	1
진짜 개쩌는 영화!견자단 영화 중에서 최고 재밌다다음이 엽문, 다음이 살파랑그나저나 영상미가 아주 죽인다~~	0
김정훈이라 쓰고 쓰레기라고 읽는다	1
ubd 안마 제이튠 주식 먹튀 ㅆㄹㄱ	1
